,CompanyName,Location,Job_Title,SalaryEstimate,Job_Desc,NumberOfEmployees,FoundingYear,CompanyType,IndustryType,SectorType,RevenueType,Rating
745,Unknown,Unknown,Unknown,US$140K (Employer Est.),Unknown,-2,0,Unknown,Unknown,Unknown,-2,-2
746,"Spalding Consulting, Inc.
4.0","Havelock, NC",Data Scientist,US$140K (Employer Est.),"Spalding Consulting, Inc. is seeking a Data Scientist at MCAS Cherry Point at Havelock, NC. Spalding Consulting, Inc. is a professional services company delivering cutting-edge solutions to the Department of Defense since 2001. Our expert-level solutions include software development, information technology, program management, financial management and business intelligence services. Spalding Consulting offers competitive compensation, career development, flexible work schedules and excellent benefits.

Position Type: Full-Time

Come join our team as we support Naval Aviation at Marine Corps Air Station Cherry Point. If you seek a dynamic work environment that challenges you to learn and grow in data analysis, visualization, AI and ML, we have the opportunity for you.

Essential Functions:




Must be eligible to obtain a Secret clearance. Requirements to obtain a clearance include US Citizenship, security investigation, etc.


BS or BA degree in Engineering, Computer Science, Information Systems, Business, Mathematics, Statistics or Relevant Technical Discipline. Preferred. Additional years of experience may replace degree requirements.

Spalding Consulting, Inc. is committed to providing equal employment opportunities to all applicants and employees. We will not discriminate against any employee or applicant on the basis of race, color, ethnic origin, national origin, creed, religion, political belief, sex (including pregnancy), sexual orientation, gender identity, marital status, age, military status, physical or mental disability, or any other legally protected basis, in accordance with applicable federal, state or local laws. Spalding Consulting, Inc. is an Affirmative Action/Equal Opportunity Employer and encourages minorities, women, disabled, and veterans to apply for job openings within our company.",201 to 500 Employees,2001,Company - Private,Aerospace & Defence,Aerospace & Defence,$25 to $50 million (USD),4.0
747,"Club Quarters
3.4","Stamford, CT",Junior Data Scientist,US$140K (Employer Est.),"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",501 to 1000 Employees,Company - Private,Hotels & Resorts,Hotel & Travel Accommodation,Unknown / Non-Applicable,-2,3.4
748,"Snowflake
4.0","Dublin, CA",Senior Data Engineer/Data Scientist,US$140K (Employer Est.),"Build the future of data. Join the Snowflake team.
We’re looking for a talented Senior Data Scientist to come aboard. In this role, you will work closely with our Product and Engineering teams to uncover insights about how customers use Snowflake, helping to inform Product’s decision making and focus Engineering efforts. You will also work on long-running analytical initiatives marked by greater complexity and less structure that will yield substantial product enhancements. This is a strategic, high-impact role that will help shape the future of Snowflake products and services.
AS A SENIOR DATA SCIENTIST AT SNOWFLAKE YOU WILL:
Sleuth through large amounts of data to uncover feature-usage patterns, subtle issues with the system, potential performance enhancements, and areas to improve user experience.
Collaborate closely with Engineers and Product Managers to inform product decision making with data and to identify opportunities to create more value for our customers.",5001 to 10000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),4.0
749,"Inclusively
5.0","New York, NY",Data Scientist,US$140K (Employer Est.),"Inclusively is partnering with a multinational universal bank to hire a Data Scientist.
ABOUT INCLUSIVELY:
Inclusively is a digital tech platform that connects candidates with disabilities, who may benefit from workplace accommodations, to inclusive employers. This includes all disabilities under the ADA, including mental health conditions (e.g. anxiety, depression, PTSD), chronic illnesses (e.g. diabetes, Long COVID), and neurodivergence (e.g. autism, ADHD). Applicants with one or more of these conditions are encouraged to apply; Inclusively does not require applicants to disclose their specific disability.
What will you be doing?
On behalf of global financial services firm, utilize mathematics and statistics to perform data analysis to support the identification, measurement and prevention of Conduct Risk",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,Unknown,Unknown,-2,5.0
750,"Inclusively
5.0","New York, NY",Data Scientist,US$140K (Employer Est.),"Inclusively is partnering with a multinational universal bank to hire a Data Scientist.
ABOUT INCLUSIVELY:
Inclusively is a digital tech platform that connects candidates with disabilities, who may benefit from workplace accommodations, to inclusive employers. This includes all disabilities under the ADA, including mental health conditions (e.g. anxiety, depression, PTSD), chronic illnesses (e.g. diabetes, Long COVID), and neurodivergence (e.g. autism, ADHD). Applicants with one or more of these conditions are encouraged to apply; Inclusively does not require applicants to disclose their specific disability.
What will you be doing?
On behalf of global financial services firm, utilize mathematics and statistics to perform data analysis to support the identification, measurement and prevention of Conduct Risk",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,Unknown,Unknown,-2,5.0
751,Ryden Global LLC,Remote,Data Scientist,US$140K (Employer Est.),"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products
Remote Role.
Duration: 12+ months
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods",-2,0,Unknown,Unknown,Unknown,-2,-2
752,COEADAPT INC.,Remote,Data Scientist,US$140K (Employer Est.),"Coeadapt is seeking a highly skilled and creative data scientist with a passion for optimizing data models and delivering impactful insights. The ideal candidate will be proficient in various statistical and machine learning techniques and have a proven track record of applying those methodologies to real-world business problems. The successful Data Scientist will play a pivotal role in our organization's growth and success by guiding our decisions and enriching our understanding of our customers and market.

Key Responsibilities:
Collaborate with cross-functional teams to identify and execute data-driven solutions that drive business growth and optimize operations.
Design and implement custom algorithms and models that integrate large sets of data using advanced techniques such as regression analysis, clustering, decision trees, etc.",-2,0,Unknown,Unknown,Unknown,-2,-2
753,Tech brothers infoservices,Remote,Data Scientist,US$140K (Employer Est.),"We are looking for junior, mid-level or senior-level data scientists with the following:
Demonstrated software development experience with Python in a Unix environment.
Practical knowledge in Python Machine Learning and Data Visualization
Practical knowledge in Data ETL such as working with: Data loading from SQL, CSV, JSON, Excel, etc., Web scraping (Beautiful Soup, Scrapy, etc.) and Data Wrangling/Cleaning
Experience using the Unix command line.
Proficiency in statistical packages using any of the following: Python, R, STATA, SPSS, etc.
You’re Required To Have This
Looking for junior, mid and senior-level data scientists",Unknown,Company - Public,Unknown / Non-Applicable,Unknown,Unknown,-2,-2
754,"eTeam Inc.
4.2","Mountain View, CA",Senior Data Scientist,US$140K (Employer Est.),"Responsibilities
Contribute to development on multiple work streams / projects / programs simultaneously.
Work with product lead, eng lead and program manager to understand business/functional requirements and roadmap/timeline for delivery.
Develop data model, pipelines and reports/dashboards per requirements and project plan.
Plan and execute test plans and test cases.
Participate in project team meetings.
Proactively communicate the status of development, raise/escalate issues/challenges as they arise.",5001 to 10000 Employees,1999,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$100 to $500 million (USD),4.2
755,"OTSI
4.6","Dallas, TX",Senior Data Scientist,US$140K (Employer Est.),"OTSI (Object Technology Solutions, Inc) has an immediate opening for Senior Data Scientist at Dallas, TX or Kansas City, MO and it’s a 6+ Months Contract position. (Only W2).
Job Description:
· Financial industry experience
· Prefer background in credit modeling
· Python experience in model building, testing, training, but including data ingest and preparation/cleansing
· Good model / technique understanding of analytical methods like Random Forest, etc.
· Knowledge of SAS would be helpful as team uses both SAS and Python and would like to trend toward the latter over time",1 to 50 Employees,Company - Private,$1 to $5 million (USD),Unknown,Unknown,-2,4.6
756,"TellusSolutions
3.7",Remote,Data Scientist / Machine learning/scRNASeq data Analysis,US$140K (Employer Est.),"Job Description:
Responsibilities:
Project involves developing multi-omics directed graph networks based on causal inference framework based on multiple data types (e.g., clinical, RNA-seq, epigenetic, proteomic, and/or genetic data).
Skills:
Must be expert in at least one area of causal inference such as interpretable machine learning or data fusion problem, e.g., to reduce space of plausible causal relationships and how data from multiple sources can be combined to make causal inferences.
Experience with machine learning in the context of causal inference, so that the predictive models are more than just a black box, is strongly desired.",51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.7
757,"DonorSearch
3.8",Remote,Junior Data Scientist,US$140K (Employer Est.),"Background:
DonorSearch is the leading provider of prospect research solutions and AI-powered technologies, serving over 6,800 nonprofit organizations across the US. We are family-owned, headquartered in Maryland, and have a rapidly-growing remote workforce in every U.S. timezone. With our outstanding reputation and team of innovative professionals, we seek someone to join us to expand our brand and make a lasting impact on the world.
At DonorSearch, we value: Innovation, Excellence, Growth, Collaboration, and Quality.
Job Summary:
DonorSearch Ai introduced deep learning and machine learning into the nonprofit sector by building custom models with a robust interactive visualization tool to help organizations fundraise more efficiently. The Data Scientist will use best-in-class machine learning technologies to develop machine learning algorithms to meet various objectives of fundraising staff.",1 to 50 Employees,Company - Public,Accounting & Tax,Finance,Unknown / Non-Applicable,-2,3.8
758,HealthRhythms,Remote,Senior Data Scientist,US$140K (Employer Est.),"About HealthRhythms
At HealthRhythms, our mission is to alleviate unnecessary suffering by bringing mental health into the modern era of medicine. We have combined the multi-dimensional sensing capabilities of mobile phones with the power of embedded and cloud computing platforms and novel AI algorithms to continuously measure mental health status. We are realizing the vision of precision medicine for mental health by anticipating deterioration of mental health and delivering personalized, just-in-time interventions.
We have built and tested this platform with $7M of NIH funding and are commercializing with a dual-track focus on pharma and US payors. Based on the elite quality of the team, the empirical evidence, and the innovation itself, we have closed a highly over-subscribed $11M seed financing with 36+ top Silicon Valley health tech and healthcare investors. Brook Byers (Kleiner) personally co-anchored the round with GSR Ventures ($3B health tech).",1 to 50 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0
759,"Intuit
4.5","Mountain View, CA",Senior Data Scientist,US$140K (Employer Est.),"Intuit is looking for innovative and hands-on Senior Data Scientist to join the Intuit AI team.

This team embeds artificial intelligence and machine learning into our product portfolio and business to create smarter products, improve anti-fraud and security and enhance customer care. Come join our collaborative and creative group of data scientists and machine learning engineers and build models that directly affect hundreds of thousands of our customers. In this role you will be building and deploying machine learning models using both analytical algorithms and deep learning approaches.",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),4.5
760,"Elanco
3.8","Greenfield, IN",Data Scientist Academic Worker,US$140K (Employer Est.),"Education : EQUIVALENTEXPERIENCE
As a leading global animal health company, Elanco delivers innovative products and services to improve the health of pets and farm animals around the world because we believe making animals' lives better, makes life better. Since 1954, we have provided solutions that support veterinarians, farmers and pet owners to advance our vision of Food and Companionship Enriching Life. Elanco's promise to employees: Together, we foster an inclusive culture where everyone can make a difference, encouraging ownership, growth and well-being.
Purpose:
Elanco is accelerating its transformation into a data-driven organization. This transformation requires new source systems, processes, and datasets to ensure quality data is available to both run and transform the business.",5001 to 10000 Employees,1954,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$2 to $5 billion (USD),3.8
761,"Spotify
4.0","New York, NY","Data Scientist, New Content Formats",US$140K (Employer Est.),"Content
Data Science
Spotify’s mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for innovating the world of audio and expression. Today, we are the world’s most popular audio streaming subscription service with a community of more than 515 million users.
Location
New York
Job type",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0
762,"Barclays
4.0","New York, NY",Data Scientist,US$140K (Employer Est.),"Data Scientist
New York, New York
Barclays Services Corp.
What will you be doing?
On behalf of global financial services firm, utilize mathematics and statistics to perform data analysis to support the identification, measurement and prevention of Conduct Risk
Provide solutions for Financial Crime Anti-Money Laundering (AML) ranging from Transaction Monitoring system optimization through non-linear optimization to the development of bespoke reports and dashboards to identify outlier customer and client behavior
Generate complex insights and actionable Management Information (MI) using Barclays’ automated dashboard development tools",10000+ Employees,1690,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0
763,"Health Intelligence company LLC
3.9",United States,Data Scientist,US$140K (Employer Est.),"About BHI:
BHI is a data and analytics company and helping health plans, researchers, healthcare providers, employers, and government agencies use data to improve the health outcomes, promote value-based care, and address health equity and increase the value of care provided. We leverage the industry’s most comprehensive and highest quality commercial data assets combined with advanced analytics, AI/ML, and deep healthcare expertise to collaborate with our customers to produce measurable outcomes and value.
Based on our continuing growth, and the increasing value our team is producing in partnership with our customers, we are growing our data engineering team and are looking for someone to lead this effort with us.
Position Summary
Working with the nation’s largest health care database, Blue Health Intelligence (BHI) provides analytic solutions for Blue Cross Blue Shield plans across the country. BHI’s data science team designs state of the art solutions through advanced methodologies, models, and measures. Advanced methodologies are a key differentiator for BHI’s product and analytical solutions. The incumbent will contribute to the design and development of robust analytics with practical business impact, working closely with senior analysts in a cooperative team environment.",1001 to 5000 Employees,2002,Unknown,Healthcare Services & Hospitals,Healthcare,$100 to $500 million (USD),3.9
764,"Simatree
5.0","Washington, DC",Data Scientist,US$140K (Employer Est.),"Data Scientist (Consultant)
Simatree is actively looking for a Data Scientist to provide strategic support to federal government agencies by applying data mining techniques, performing statistical analyses, and building high-quality prediction systems and reporting procedures. The Data Scientist will help prepare the results of their analyses to internal and external stakeholders to inform mission-critical activities such as budget forecasting, capacity planning, and program evaluation. The Data Scientist will work on a dynamic team comprised of highly experienced policy and program design specialists, data engineers, visualization specialists, and highly engaged clients to meet fast-paced project requirements and provide analytic and program management support.
Responsibilities:
· Perform research, apply appropriate analytical methodologies, and summarize findings for complex problems",1 to 50 Employees,2018,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),5.0
765,"DONIA LLC
4.0","Annapolis, MD",Data Scientist,US$140K (Employer Est.),"Description of Roles and Responsibilities:
· Collecting data through means such as analyzing business results or by setting up and managing new studies
· Transferring data into a new format to make it more appropriate for analysis
· Creating new, experimental frameworks to collect data
· Building tools to automate data collection
· Searching through large data sets for usable information
· Creating reports and presentations for business uses
· Correlating similar data to find actionable results",Unknown,Company - Public,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-2,4.0
766,American Medical Communication Inc,"Manalapan, NJ",Jr Data Scientist,US$140K (Employer Est.),"As a junior Data Scientist, the expectation is to have a passion for organization, be a motivated self-starter, always ask questions, challenge the norms, as well as be curious.
Example Task Descriptions:
List Matching - Be able to match a client list to our internal database following the internal template, as well as client direction.
Reporting - Be the key contact person in the organization and orchestration of reporting tasks.
Data Analysis - Take a data set given in detailed format and be creative with aggregations to help the data tell a story to the requestor.
Data Pipelines - Provide support and feedback on the current running data pipelines. Also make enhancements to the structure and workflow.",51 to 200 Employees,1986,Company - Private,Construction,"Construction, Repair & Maintenance Services",$5 to $25 million (USD),3.3
767,"eTeam Inc.
4.2","Waltham, MA",USA-Data Scientist II (Clinical),US$140K (Employer Est.),"Data Scientist II (Clinical)
Waltham, MA
12 Months contract
Pay Range: $50-65/hr on w2

General:
"" Implementation of data analysis and process workflows across Waltham R&B
"" Transversal collaborative work with mRNA center of Excellence community and collaborators to achieve objectives.
"" Key user of the electronic laboratory notebook (Benching) to support the team and development of a user-friendly benching process for work and data collection
"" Traceability of samples, reagents, and their storage for the HT platform pipeline
"" Implementation of Sample\Reagent barcode solution in the electronic laboratory notebook (Benchling)
"" Provide solutions to for data visualization to track experimental results and stock of critical reagents

Tasks requiring Skilled Ability:
"" Looking for a PhD or MS candidate in molecular biology or related field with data science experience including strong understanding of electronic laboratory notebooks (Benchling experience preferred)
"" Assist in sample submission and management for samples throughout mRNA platform production pipeline
"" General scientific understanding in the following areas:
o PCR, cloning, and pDNA preparation
o Capillary electrophoresis, SDS page, UPLC-MS, UV-ABS
o Affinity Chromatography
o Cell Culture and Transfection
o ELISA and Activity Assays
o mRNA Formulation (PNP, LNP, etc.)
"" Ability to summarize complex scientific processes highlighting key process and data collection steps",5001 to 10000 Employees,1999,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$100 to $500 million (USD),4.2
768,NexPro Technologies Inc,Dallas-Fort Worth,Data Scientist,US$140K (Employer Est.),"Snowflake / Snowpark experience
Skills Overview
Verbal and written communication
Relational Database/SQL
R/Python Machine Learning
Team development
MLOps experience
Microsoft Office Applications",-2,0,Unknown,Unknown,Unknown,-2,-2
769,"Revecore
3.5",Remote,Data Scientist,US$140K (Employer Est.),"Revecore is an innovative, technology-driven company that is committed to helping our clients, our employees, our company, and our communities thrive. An award-winning services firm, partnering with hospitals and health systems, providing the momentum they need to maintain a strong revenue cycle amid today’s evolving healthcare environment.

With a 20+ year history, Revecore is the leading provider of revenue integrity and complex claims solutions for hospitals.

We offer a dynamic and flexible work environment, full of opportunity for motivated, hands-on team players. We strive each day to solve complex business problems and find new ways to enhance the efficiency, effectiveness, and quality of our services. If those attributes resonate with you, regardless of where you are located—we want you on our team!

Location: Remote",1001 to 5000 Employees,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-2,3.5
770,Brainwave360,Remote,Data Scientist,US$140K (Employer Est.),"Responsibilities:
- Utilize advanced analytics techniques to extract insights from large datasets
- Develop and implement data mining algorithms to identify patterns and trends
- Collaborate with cross-functional teams to understand business objectives and provide data-driven solutions
- Design and build predictive models to support decision-making processes
- Conduct statistical analysis and hypothesis testing to validate findings
- Present findings and recommendations to stakeholders in a clear and concise manner
Qualifications:
- Bachelor's degree in a quantitative field such as Mathematics, Statistics, or Computer Science
- Strong knowledge of data mining techniques and algorithms
- Proficiency in programming languages such as Python or R
- Experience working with big data platforms and tools
- Familiarity with VBA (Visual Basic for Applications) for automation tasks
- Quantum engineering knowledge is a plus
- Excellent problem-solving skills and attention to detail
- Strong communication and presentation skills",-2,0,Unknown,Unknown,Unknown,-2,-2
771,"Parafin
4.6","San Francisco, CA","Data Scientist, Analytics",US$140K (Employer Est.),"About Us:
At Parafin, our mission is to grow small businesses. Small businesses are the backbone of our economy, yet banks do not have their back. Parafin is a technology company that builds infrastructure which enables small businesses to get easy access to financial services via platforms they sell on.

Parafin's first product offers capital-as-a-service for online platforms. Parafin currently powers the capital programs of platforms ranging from Series B to post-IPO companies such as DoorDash, Amazon, and Worldpay. We are a tight-knit team of engineers and designers, coming from organizations such as Stripe, Square, Plaid, Coinbase, Robinhood, Affirm, Uber, and CERN, and are excited both about helping hundreds of thousands of small businesses grow and thrive, and building products that leaders at top companies have started to use every day.

We are backed by prominent venture capitalists such as Ribbit Capital, Thrive Capital, GIC, Index Ventures, Green Oaks Capital, and SV Angel.",1 to 50 Employees,2020,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,4.6
772,"Idea Evolver
4.1",Remote,Data Scientist,US$140K (Employer Est.),"Company Overview
Idea Evolver specializes in audience research and consumer insights as well as designing and engineering Software as a Medical Device applications.
Our primary verticals are healthcare, food, and retail. Our client list includes American Express, Dannon, AstraZeneca, United Therapeutics, Blue Origin, and K. Hovnanian Homes.
Position Overview
We are looking for a highly skilled Data Scientist to join our Consumer Insights team. This position will be responsible for utilizing data to provide valuable insights that inform business decisions and drive growth for our company and our clients.",1 to 50 Employees,2011,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.1
773,Hire IT People Inc,"Iselin, NJ",Data Scientist,US$140K (Employer Est.),"Role: Data Engineer / Data Scientist
Duration: Long-term contract
Location: Iselin, NJ or Charlotte, NC – 3 days onsite in a week.
10-14 years of experience
Create and maintain data flow design and technical requirements documentation using defined documentation templates that meets Agile product development standards (such as data analysis or methodology, MS Excel calculations).
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress.
Demonstrating the results of various algorithmic approaches and evaluating their performance",-2,0,Unknown,Unknown,Unknown,-2,-2
774,"Galaxy Technologies
2.6","Riverside, CA",Data Scientist,US$140K (Employer Est.),"Galaxy Technologies is looking to hire a highly creative data scientist to address data analytics challenges in our organization, to collect large volumes of data from varying sources, clean and interpret data, create solutions to overcome challenges, and communicate with interested parties.
To succeed in this position; you need to be curious, creative, and tech-savvy. You need to stay up to date with data programming software and apps, have an outstanding understanding of statistics and mathematics and be proficient in writing algorithms. Top candidates will be persistent and have excellent analytical and problem-solving skills.
Data Scientist Responsibilities:
Having meetings with team members regarding projects.
Collecting and interpreting data.",51 to 200 Employees,1985,Company - Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,2.6
775,"Spalding Consulting, Inc.
4.0","Havelock, NC",Data Scientist,US$140K (Employer Est.),"Spalding Consulting, Inc. is seeking a Data Scientist at MCAS Cherry Point at Havelock, NC. Spalding Consulting, Inc. is a professional services company delivering cutting-edge solutions to the Department of Defense since 2001. Our expert-level solutions include software development, information technology, program management, financial management and business intelligence services. Spalding Consulting offers competitive compensation, career development, flexible work schedules and excellent benefits.

Position Type: Full-Time

Come join our team as we support Naval Aviation at Marine Corps Air Station Cherry Point. If you seek a dynamic work environment that challenges you to learn and grow in data analysis, visualization, AI and ML, we have the opportunity for you.

Essential Functions:




Must be eligible to obtain a Secret clearance. Requirements to obtain a clearance include US Citizenship, security investigation, etc.


BS or BA degree in Engineering, Computer Science, Information Systems, Business, Mathematics, Statistics or Relevant Technical Discipline. Preferred. Additional years of experience may replace degree requirements.

Spalding Consulting, Inc. is committed to providing equal employment opportunities to all applicants and employees. We will not discriminate against any employee or applicant on the basis of race, color, ethnic origin, national origin, creed, religion, political belief, sex (including pregnancy), sexual orientation, gender identity, marital status, age, military status, physical or mental disability, or any other legally protected basis, in accordance with applicable federal, state or local laws. Spalding Consulting, Inc. is an Affirmative Action/Equal Opportunity Employer and encourages minorities, women, disabled, and veterans to apply for job openings within our company.",201 to 500 Employees,2001,Company - Private,Aerospace & Defence,Aerospace & Defence,$25 to $50 million (USD),4.0
776,"BeVera Solutions
5.0","Atlanta, GA",Data Scientist / Statistician,US$140K (Employer Est.),"Company Description

BeVera Solutions, LLC is a fast-growing Data Science Consulting provider focused on delivering high-value solutions to its Federal Government customers. BeVera places a high premium on Integrity and Respect for all employees. Our CEO values every employee and fosters that attitude throughout the company. We offer competitive compensation packages as well as interesting and important work assignments. BeVera is striving to be recognized as one of the best places to work in America.

Job Description

BeVera is seeking a highly motivated and experienced Data Scientist to work as part of a multidisciplinary team to support the CDC’s newly formed Center for Forecasting and Analysis (CFA). CFA’s goal is to enable timely, effective decision-making to improve outbreak responses. BeVera is looking for a qualified, experienced, data scientist to provide data modeling, forecasting, analysis, and systems integration to respond to outbreaks in real-time, driving effective decision making.",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,Unknown,Unknown,-2,5.0
777,"Club Quarters
3.4","Stamford, CT",Junior Data Scientist,US$140K (Employer Est.),"Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",501 to 1000 Employees,Company - Private,Hotels & Resorts,Hotel & Travel Accommodation,Unknown / Non-Applicable,-2,3.4
778,"Snowflake
4.0","Dublin, CA",Senior Data Engineer/Data Scientist,US$140K (Employer Est.),"Build the future of data. Join the Snowflake team.
We’re looking for a talented Senior Data Scientist to come aboard. In this role, you will work closely with our Product and Engineering teams to uncover insights about how customers use Snowflake, helping to inform Product’s decision making and focus Engineering efforts. You will also work on long-running analytical initiatives marked by greater complexity and less structure that will yield substantial product enhancements. This is a strategic, high-impact role that will help shape the future of Snowflake products and services.
AS A SENIOR DATA SCIENTIST AT SNOWFLAKE YOU WILL:
Sleuth through large amounts of data to uncover feature-usage patterns, subtle issues with the system, potential performance enhancements, and areas to improve user experience.
Collaborate closely with Engineers and Product Managers to inform product decision making with data and to identify opportunities to create more value for our customers.",5001 to 10000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),4.0
779,"Inclusively
5.0","New York, NY",Data Scientist,US$140K (Employer Est.),"Inclusively is partnering with a multinational universal bank to hire a Data Scientist.
ABOUT INCLUSIVELY:
Inclusively is a digital tech platform that connects candidates with disabilities, who may benefit from workplace accommodations, to inclusive employers. This includes all disabilities under the ADA, including mental health conditions (e.g. anxiety, depression, PTSD), chronic illnesses (e.g. diabetes, Long COVID), and neurodivergence (e.g. autism, ADHD). Applicants with one or more of these conditions are encouraged to apply; Inclusively does not require applicants to disclose their specific disability.
What will you be doing?
On behalf of global financial services firm, utilize mathematics and statistics to perform data analysis to support the identification, measurement and prevention of Conduct Risk",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,Unknown,Unknown,-2,5.0
780,"Inclusively
5.0","New York, NY",Data Scientist,US$140K (Employer Est.),"Inclusively is partnering with a multinational universal bank to hire a Data Scientist.
ABOUT INCLUSIVELY:
Inclusively is a digital tech platform that connects candidates with disabilities, who may benefit from workplace accommodations, to inclusive employers. This includes all disabilities under the ADA, including mental health conditions (e.g. anxiety, depression, PTSD), chronic illnesses (e.g. diabetes, Long COVID), and neurodivergence (e.g. autism, ADHD). Applicants with one or more of these conditions are encouraged to apply; Inclusively does not require applicants to disclose their specific disability.
What will you be doing?
On behalf of global financial services firm, utilize mathematics and statistics to perform data analysis to support the identification, measurement and prevention of Conduct Risk",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,Unknown,Unknown,-2,5.0
781,Ryden Global LLC,Remote,Data Scientist,US$140K (Employer Est.),"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products
Remote Role.
Duration: 12+ months
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods",-2,0,Unknown,Unknown,Unknown,-2,-2
782,COEADAPT INC.,Remote,Data Scientist,US$140K (Employer Est.),"Coeadapt is seeking a highly skilled and creative data scientist with a passion for optimizing data models and delivering impactful insights. The ideal candidate will be proficient in various statistical and machine learning techniques and have a proven track record of applying those methodologies to real-world business problems. The successful Data Scientist will play a pivotal role in our organization's growth and success by guiding our decisions and enriching our understanding of our customers and market.

Key Responsibilities:
Collaborate with cross-functional teams to identify and execute data-driven solutions that drive business growth and optimize operations.
Design and implement custom algorithms and models that integrate large sets of data using advanced techniques such as regression analysis, clustering, decision trees, etc.",-2,0,Unknown,Unknown,Unknown,-2,-2
783,Tech brothers infoservices,Remote,Data Scientist,US$140K (Employer Est.),"We are looking for junior, mid-level or senior-level data scientists with the following:
Demonstrated software development experience with Python in a Unix environment.
Practical knowledge in Python Machine Learning and Data Visualization
Practical knowledge in Data ETL such as working with: Data loading from SQL, CSV, JSON, Excel, etc., Web scraping (Beautiful Soup, Scrapy, etc.) and Data Wrangling/Cleaning
Experience using the Unix command line.
Proficiency in statistical packages using any of the following: Python, R, STATA, SPSS, etc.
You’re Required To Have This
Looking for junior, mid and senior-level data scientists",Unknown,Company - Public,Unknown / Non-Applicable,Unknown,Unknown,-2,-2
784,"eTeam Inc.
4.2","Mountain View, CA",Senior Data Scientist,US$140K (Employer Est.),"Responsibilities
Contribute to development on multiple work streams / projects / programs simultaneously.
Work with product lead, eng lead and program manager to understand business/functional requirements and roadmap/timeline for delivery.
Develop data model, pipelines and reports/dashboards per requirements and project plan.
Plan and execute test plans and test cases.
Participate in project team meetings.
Proactively communicate the status of development, raise/escalate issues/challenges as they arise.",5001 to 10000 Employees,1999,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$100 to $500 million (USD),4.2
